,年月日,平均気温(℃)
3065,2011/5/24,12.6
3066,2011/5/25,17.0
3067,2011/5/26,16.8
3068,2011/5/27,18.1
3069,2011/5/28,18.3
3070,2011/5/29,17.6
3071,2011/5/30,16.8
3072,2011/5/31,13.8
3073,2011/6/1,13.5
3074,2011/6/2,14.6
3075,2011/6/3,19.1
3076,2011/6/4,21.3
3077,2011/6/5,20.7
3078,2011/6/6,21.7
3079,2011/6/7,20.4
3080,2011/6/8,18.0
3081,2011/6/9,20.1
3082,2011/6/10,22.3
3083,2011/6/11,21.1
3084,2011/6/12,22.1
3085,2011/6/13,20.4
3086,2011/6/14,20.4
3087,2011/6/15,19.1
3088,2011/6/16,19.8
3089,2011/6/17,18.4
3090,2011/6/18,19.1
3091,2011/6/19,20.8
3092,2011/6/20,23.0
3093,2011/6/21,24.1
3094,2011/6/22,26.2
3095,2011/6/23,26.5
3096,2011/6/24,27.7
3097,2011/6/25,22.1
3098,2011/6/26,19.7
3099,2011/6/27,21.0
3100,2011/6/28,25.9
3101,2011/6/29,27.0
3102,2011/6/30,26.5
3103,2011/7/1,25.9
3104,2011/7/2,24.7
3105,2011/7/3,26.3
3106,2011/7/4,28.3
3107,2011/7/5,26.7
3108,2011/7/6,25.7
3109,2011/7/7,25.0
3110,2011/7/8,26.4
3111,2011/7/9,28.2
3112,2011/7/10,28.8
3113,2011/7/11,28.4
3114,2011/7/12,28.1
3115,2011/7/13,27.5
3116,2011/7/14,27.9
3117,2011/7/15,28.4
3118,2011/7/16,28.8
3119,2011/7/17,29.2
3120,2011/7/18,29.5
3121,2011/7/19,26.1
3122,2011/7/20,25.0
3123,2011/7/21,20.2
3124,2011/7/22,19.4
3125,2011/7/23,21.4
3126,2011/7/24,23.8
3127,2011/7/25,26.4
3128,2011/7/26,25.5
3129,2011/7/27,25.6
3130,2011/7/28,24.5
3131,2011/7/29,23.9
3132,2011/7/30,23.9
3133,2011/7/31,22.4
3134,2011/8/1,22.6
3135,2011/8/2,23.8
3136,2011/8/3,25.4
3137,2011/8/4,26.3
3138,2011/8/5,26.9
3139,2011/8/6,27.4
3140,2011/8/7,27.5
3141,2011/8/8,27.7
3142,2011/8/9,28.9
3143,2011/8/10,29.6
3144,2011/8/11,29.2
3145,2011/8/12,28.6
3146,2011/8/13,28.6
3147,2011/8/14,29.0
3148,2011/8/15,28.8
3149,2011/8/16,28.8
3150,2011/8/17,29.2
3151,2011/8/18,29.9
3152,2011/8/19,23.0
3153,2011/8/20,22.6
3154,2011/8/21,20.0
3155,2011/8/22,20.6
3156,2011/8/23,24.3
3157,2011/8/24,26.8
3158,2011/8/25,26.6
3159,2011/8/26,25.1
3160,2011/8/27,23.4
3161,2011/8/28,24.2
3162,2011/8/29,24.2
3163,2011/8/30,24.9
3164,2011/8/31,24.8
3165,2011/9/1,26.9
3166,2011/9/2,27.7
3167,2011/9/3,27.4
3168,2011/9/4,26.5
3169,2011/9/5,25.3
3170,2011/9/6,23.6
3171,2011/9/7,23.1
3172,2011/9/8,24.5
3173,2011/9/9,26.1
3174,2011/9/10,27.6
3175,2011/9/11,25.8
3176,2011/9/12,26.9
3177,2011/9/13,27.2
3178,2011/9/14,26.7
3179,2011/9/15,26.8
3180,2011/9/16,27.1
3181,2011/9/17,27.5
3182,2011/9/18,27.3
3183,2011/9/19,23.4
3184,2011/9/20,18.8
3185,2011/9/21,21.9
3186,2011/9/22,21.4
3187,2011/9/23,17.7
3188,2011/9/24,17.5
3189,2011/9/25,18.2
3190,2011/9/26,16.9
3191,2011/9/27,18.3
3192,2011/9/28,17.7
3193,2011/9/29,19.0
3194,2011/9/30,21.6
3195,2011/10/1,19.6
3196,2011/10/2,16.3
3197,2011/10/3,15.5
3198,2011/10/4,14.6
3199,2011/10/5,17.0
3200,2011/10/6,19.4
3201,2011/10/7,18.0
3202,2011/10/8,14.9
3203,2011/10/9,18.0
3204,2011/10/10,18.8
3205,2011/10/11,18.0
3206,2011/10/12,17.7
3207,2011/10/13,18.3
3208,2011/10/14,19.0
3209,2011/10/15,22.4
3210,2011/10/16,22.5
3211,2011/10/17,19.4
3212,2011/10/18,16.7
3213,2011/10/19,13.0
3214,2011/10/20,16.0
3215,2011/10/21,16.9
3216,2011/10/22,20.5
3217,2011/10/23,21.8
3218,2011/10/24,18.8
3219,2011/10/25,19.8
3220,2011/10/26,13.7
3221,2011/10/27,10.5
3222,2011/10/28,12.2
3223,2011/10/29,13.4
3224,2011/10/30,15.7
3225,2011/10/31,16.1
3226,2011/11/1,13.5
3227,2011/11/2,14.2
3228,2011/11/3,14.3
3229,2011/11/4,15.2
3230,2011/11/5,15.8
3231,2011/11/6,16.7
3232,2011/11/7,16.3
3233,2011/11/8,12.5
3234,2011/11/9,10.7
3235,2011/11/10,11.2
3236,2011/11/11,11.0
3237,2011/11/12,14.0
3238,2011/11/13,14.0
3239,2011/11/14,14.0
3240,2011/11/15,10.9
3241,2011/11/16,8.2
3242,2011/11/17,9.8
3243,2011/11/18,9.5
3244,2011/11/19,13.0
3245,2011/11/20,14.9
3246,2011/11/21,9.2
3247,2011/11/22,6.5
3248,2011/11/23,10.3
3249,2011/11/24,11.2
3250,2011/11/25,7.2
3251,2011/11/26,6.4
3252,2011/11/27,6.9
3253,2011/11/28,8.1
3254,2011/11/29,10.9
3255,2011/11/30,11.2
3256,2011/12/1,6.0
3257,2011/12/2,5.5
3258,2011/12/3,11.3
3259,2011/12/4,11.3
3260,2011/12/5,7.1
3261,2011/12/6,5.4
3262,2011/12/7,7.1
3263,2011/12/8,6.2
3264,2011/12/9,3.0
3265,2011/12/10,3.7
3266,2011/12/11,4.9
3267,2011/12/12,5.1
3268,2011/12/13,6.4
3269,2011/12/14,6.1
3270,2011/12/15,7.3
3271,2011/12/16,6.0
3272,2011/12/17,1.2
3273,2011/12/18,2.9
3274,2011/12/19,2.4
3275,2011/12/20,2.3
3276,2011/12/21,2.2
3277,2011/12/22,2.0
3278,2011/12/23,4.0
3279,2011/12/24,0.9
3280,2011/12/25,2.1
3281,2011/12/26,2.1
3282,2011/12/27,2.7
3283,2011/12/28,1.9
3284,2011/12/29,1.8
3285,2011/12/30,2.6
3286,2011/12/31,1.2
3287,2012/1/1,1.7
3288,2012/1/2,3.2
3289,2012/1/3,3.5
3290,2012/1/4,3.2
3291,2012/1/5,3.2
3292,2012/1/6,2.2
3293,2012/1/7,2.4
3294,2012/1/8,2.1
3295,2012/1/9,3.3
3296,2012/1/10,3.2
3297,2012/1/11,3.5
3298,2012/1/12,-0.3
3299,2012/1/13,1.5
3300,2012/1/14,0.6
3301,2012/1/15,0.7
3302,2012/1/16,1.3
3303,2012/1/17,2.1
3304,2012/1/18,1.1
3305,2012/1/19,3.6
3306,2012/1/20,3.1
3307,2012/1/21,2.6
3308,2012/1/22,3.2
3309,2012/1/23,2.2
3310,2012/1/24,-0.3
3311,2012/1/25,1.2
3312,2012/1/26,0.1
3313,2012/1/27,-0.4
3314,2012/1/28,-0.7
3315,2012/1/29,0.1
3316,2012/1/30,-0.1
3317,2012/1/31,-0.3
3318,2012/2/1,1.5
3319,2012/2/2,0.6
3320,2012/2/3,-0.7
3321,2012/2/4,1.7
3322,2012/2/5,2.9
3323,2012/2/6,3.2
3324,2012/2/7,6.4
3325,2012/2/8,5.1
3326,2012/2/9,2.9
3327,2012/2/10,2.6
3328,2012/2/11,2.6
3329,2012/2/12,1.6
3330,2012/2/13,2.5
3331,2012/2/14,4.5
3332,2012/2/15,4.7
3333,2012/2/16,1.4
3334,2012/2/17,1.8
3335,2012/2/18,0.4
3336,2012/2/19,-0.6
3337,2012/2/20,1.9
3338,2012/2/21,5.0
3339,2012/2/22,6.0
3340,2012/2/23,5.1
3341,2012/2/24,8.1
3342,2012/2/25,4.1
3343,2012/2/26,4.4
3344,2012/2/27,3.1
3345,2012/2/28,1.8
3346,2012/2/29,1.7
3347,2012/3/1,7.2
3348,2012/3/2,6.1
3349,2012/3/3,5.4
3350,2012/3/4,4.2
3351,2012/3/5,5.7
3352,2012/3/6,9.8
3353,2012/3/7,11.4
3354,2012/3/8,8.3
3355,2012/3/9,6.8
3356,2012/3/10,4.4
3357,2012/3/11,4.9
3358,2012/3/12,4.9
3359,2012/3/13,5.2
3360,2012/3/14,5.2
3361,2012/3/15,5.0
3362,2012/3/16,4.4
3363,2012/3/17,6.5
3364,2012/3/18,8.1
3365,2012/3/19,8.0
3366,2012/3/20,6.6
3367,2012/3/21,5.7
3368,2012/3/22,6.0
3369,2012/3/23,7.5
3370,2012/3/24,6.0
3371,2012/3/25,7.3
3372,2012/3/26,4.8
3373,2012/3/27,6.8
3374,2012/3/28,8.6
3375,2012/3/29,9.0
3376,2012/3/30,12.5
3377,2012/3/31,13.2
3378,2012/4/1,7.9
3379,2012/4/2,8.0
3380,2012/4/3,12.5
3381,2012/4/4,9.3
3382,2012/4/5,12.3
3383,2012/4/6,8.7
3384,2012/4/7,6.2
3385,2012/4/8,7.2
3386,2012/4/9,13.3
3387,2012/4/10,13.3
3388,2012/4/11,13.3
3389,2012/4/12,15.4
3390,2012/4/13,15.1
3391,2012/4/14,8.7
3392,2012/4/15,9.0
3393,2012/4/16,10.8
3394,2012/4/17,13.1
3395,2012/4/18,12.3
3396,2012/4/19,12.7
3397,2012/4/20,11.3
3398,2012/4/21,10.4
3399,2012/4/22,10.1
3400,2012/4/23,14.5
3401,2012/4/24,17.2
3402,2012/4/25,15.6
3403,2012/4/26,17.0
3404,2012/4/27,15.8
3405,2012/4/28,14.6
3406,2012/4/29,17.3
3407,2012/4/30,18.9
3408,2012/5/1,19.1
3409,2012/5/2,18.2
3410,2012/5/3,18.2
3411,2012/5/4,17.3
3412,2012/5/5,20.0
3413,2012/5/6,17.4
3414,2012/5/7,16.3
3415,2012/5/8,19.2
3416,2012/5/9,18.0
3417,2012/5/10,14.4
3418,2012/5/11,14.7
3419,2012/5/12,14.1
3420,2012/5/13,13.7
3421,2012/5/14,17.3
3422,2012/5/15,17.3
3423,2012/5/16,20.4
3424,2012/5/17,20.2
3425,2012/5/18,15.8
3426,2012/5/19,17.5
3427,2012/5/20,19.2
3428,2012/5/21,17.6
3429,2012/5/22,13.6
3430,2012/5/23,16.3
3431,2012/5/24,20.1
3432,2012/5/25,18.8
3433,2012/5/26,18.6
3434,2012/5/27,20.1
3435,2012/5/28,19.0
3436,2012/5/29,19.2
3437,2012/5/30,17.8
3438,2012/5/31,18.4
3439,2012/6/1,19.1
3440,2012/6/2,18.8
3441,2012/6/3,18.2
3442,2012/6/4,20.9
3443,2012/6/5,20.3
3444,2012/6/6,18.0
3445,2012/6/7,19.5
3446,2012/6/8,22.6
3447,2012/6/9,18.3
3448,2012/6/10,20.1
3449,2012/6/11,18.3
3450,2012/6/12,15.5
3451,2012/6/13,16.3
3452,2012/6/14,16.6
3453,2012/6/15,17.7
3454,2012/6/16,18.6
3455,2012/6/17,21.7
3456,2012/6/18,22.6
3457,2012/6/19,22.5
3458,2012/6/20,25.3
3459,2012/6/21,21.9
3460,2012/6/22,19.4
3461,2012/6/23,20.1
3462,2012/6/24,19.9
3463,2012/6/25,16.7
3464,2012/6/26,16.9
3465,2012/6/27,17.5
3466,2012/6/28,19.4
3467,2012/6/29,21.4
3468,2012/6/30,20.6
3469,2012/7/1,20.5
3470,2012/7/2,21.1
3471,2012/7/3,22.7
3472,2012/7/4,24.3
3473,2012/7/5,24.5
3474,2012/7/6,24.6
3475,2012/7/7,21.7
3476,2012/7/8,20.9
3477,2012/7/9,22.7
3478,2012/7/10,25.2
3479,2012/7/11,25.7
3480,2012/7/12,26.0
3481,2012/7/13,26.1
3482,2012/7/14,27.3
3483,2012/7/15,27.9
3484,2012/7/16,28.2
3485,2012/7/17,28.5
3486,2012/7/18,26.0
3487,2012/7/19,24.1
3488,2012/7/20,18.9
3489,2012/7/21,19.4
3490,2012/7/22,19.6
3491,2012/7/23,23.9
3492,2012/7/24,25.4
3493,2012/7/25,27.5
3494,2012/7/26,28.6
3495,2012/7/27,29.3
3496,2012/7/28,28.9
3497,2012/7/29,28.9
3498,2012/7/30,29.3
3499,2012/7/31,27.2
3500,2012/8/1,27.8
3501,2012/8/2,28.6
3502,2012/8/3,27.5
3503,2012/8/4,27.0
3504,2012/8/5,28.4
3505,2012/8/6,25.7
3506,2012/8/7,26.4
3507,2012/8/8,23.8
3508,2012/8/9,23.3
3509,2012/8/10,25.3
3510,2012/8/11,27.2
3511,2012/8/12,27.3
3512,2012/8/13,28.5
3513,2012/8/14,27.0
3514,2012/8/15,27.4
3515,2012/8/16,28.6
3516,2012/8/17,28.3
3517,2012/8/18,26.8
3518,2012/8/19,26.9
3519,2012/8/20,26.8
3520,2012/8/21,28.2
3521,2012/8/22,28.6
3522,2012/8/23,28.6
3523,2012/8/24,27.9
3524,2012/8/25,27.7
3525,2012/8/26,27.6
3526,2012/8/27,27.9
3527,2012/8/28,27.6
3528,2012/8/29,27.8
3529,2012/8/30,28.5
3530,2012/8/31,28.0
3531,2012/9/1,26.7
3532,2012/9/2,23.8
3533,2012/9/3,24.6
3534,2012/9/4,25.6
3535,2012/9/5,26.0
3536,2012/9/6,24.9
3537,2012/9/7,24.8
3538,2012/9/8,25.7
3539,2012/9/9,26.7
3540,2012/9/10,26.9
3541,2012/9/11,26.2
3542,2012/9/12,25.1
3543,2012/9/13,26.6
3544,2012/9/14,26.7
3545,2012/9/15,25.9
3546,2012/9/16,26.4
3547,2012/9/17,27.0
3548,2012/9/18,26.1
3549,2012/9/19,25.7
3550,2012/9/20,25.5
3551,2012/9/21,22.1
3552,2012/9/22,20.6
3553,2012/9/23,19.2
3554,2012/9/24,21.1
3555,2012/9/25,18.9
3556,2012/9/26,19.7
3557,2012/9/27,19.6
3558,2012/9/28,20.3
3559,2012/9/29,22.9
3560,2012/9/30,24.7
3561,2012/10/1,25.6
3562,2012/10/2,22.0
3563,2012/10/3,19.5
3564,2012/10/4,21.2
3565,2012/10/5,22.1
3566,2012/10/6,21.8
3567,2012/10/7,17.0
3568,2012/10/8,17.4
3569,2012/10/9,16.9
3570,2012/10/10,17.6
3571,2012/10/11,18.6
3572,2012/10/12,17.7
3573,2012/10/13,16.1
3574,2012/10/14,15.4
3575,2012/10/15,18.8
3576,2012/10/16,15.4
3577,2012/10/17,15.8
3578,2012/10/18,16.1
3579,2012/10/19,13.3
3580,2012/10/20,13.5
3581,2012/10/21,15.9
3582,2012/10/22,16.8
3583,2012/10/23,18.6
3584,2012/10/24,14.1
3585,2012/10/25,13.9
3586,2012/10/26,15.7
3587,2012/10/27,16.3
3588,2012/10/28,14.1
3589,2012/10/29,14.6
3590,2012/10/30,11.0
3591,2012/10/31,11.0
3592,2012/11/1,12.4
3593,2012/11/2,12.3
3594,2012/11/3,9.7
3595,2012/11/4,9.0
3596,2012/11/5,10.7
3597,2012/11/6,14.4
3598,2012/11/7,13.5
3599,2012/11/8,11.9
3600,2012/11/9,11.6
3601,2012/11/10,11.9
3602,2012/11/11,11.5
3603,2012/11/12,14.5
3604,2012/11/13,11.8
3605,2012/11/14,10.4
3606,2012/11/15,7.0
3607,2012/11/16,8.9
3608,2012/11/17,9.5
3609,2012/11/18,11.3
3610,2012/11/19,6.0
3611,2012/11/20,8.2
3612,2012/11/21,7.8
3613,2012/11/22,7.3
3614,2012/11/23,7.0
3615,2012/11/24,8.0
3616,2012/11/25,5.1
3617,2012/11/26,6.4
3618,2012/11/27,7.3
3619,2012/11/28,3.7
3620,2012/11/29,6.2
3621,2012/11/30,8.8
3622,2012/12/1,3.0
3623,2012/12/2,2.7
3624,2012/12/3,5.5
3625,2012/12/4,7.3
3626,2012/12/5,6.8
3627,2012/12/6,8.9
3628,2012/12/7,4.4
3629,2012/12/8,5.1
3630,2012/12/9,2.8
3631,2012/12/10,2.4
3632,2012/12/11,3.1
3633,2012/12/12,2.0
3634,2012/12/13,2.0
3635,2012/12/14,1.5
3636,2012/12/15,5.2
3637,2012/12/16,8.6
3638,2012/12/17,4.7
3639,2012/12/18,8.0
3640,2012/12/19,3.6
3641,2012/12/20,2.7
3642,2012/12/21,3.0
3643,2012/12/22,3.5
3644,2012/12/23,3.3
3645,2012/12/24,1.4
3646,2012/12/25,1.3
3647,2012/12/26,2.3
3648,2012/12/27,-0.9
3649,2012/12/28,0.6
3650,2012/12/29,6.2
3651,2012/12/30,6.4
3652,2012/12/31,6.3
3653,2013/1/1,3.0
3654,2013/1/2,4.8
3655,2013/1/3,3.0
3656,2013/1/4,1.1
3657,2013/1/5,-0.5
3658,2013/1/6,0.2
3659,2013/1/7,0.9
3660,2013/1/8,4.4
3661,2013/1/9,5.3
3662,2013/1/10,2.6
3663,2013/1/11,0.7
3664,2013/1/12,0.9
3665,2013/1/13,4.1
3666,2013/1/14,3.3
3667,2013/1/15,2.0
3668,2013/1/16,0.3
3669,2013/1/17,0.8
3670,2013/1/18,-0.2
3671,2013/1/19,3.4
3672,2013/1/20,2.3
3673,2013/1/21,3.0
3674,2013/1/22,4.1
3675,2013/1/23,3.6
3676,2013/1/24,3.8
3677,2013/1/25,2.6
3678,2013/1/26,0.8
3679,2013/1/27,2.1
3680,2013/1/28,3.0
3681,2013/1/29,3.7
3682,2013/1/30,3.8
3683,2013/1/31,1.5
3684,2013/2/1,5.0
3685,2013/2/2,10.1
3686,2013/2/3,7.3
3687,2013/2/4,7.2
3688,2013/2/5,7.7
3689,2013/2/6,1.9
3690,2013/2/7,3.9
3691,2013/2/8,2.3
3692,2013/2/9,2.7
3693,2013/2/10,2.9
3694,2013/2/11,2.4
3695,2013/2/12,1.4
3696,2013/2/13,4.3
3697,2013/2/14,3.5
3698,2013/2/15,3.5
3699,2013/2/16,1.0
3700,2013/2/17,1.3
3701,2013/2/18,2.6
3702,2013/2/19,3.9
3703,2013/2/20,2.7
3704,2013/2/21,1.9
3705,2013/2/22,1.9
3706,2013/2/23,4.2
3707,2013/2/24,0.8
3708,2013/2/25,0.5
3709,2013/2/26,2.4
3710,2013/2/27,3.8
3711,2013/2/28,5.8
3712,2013/3/1,10.8
3713,2013/3/2,6.9
3714,2013/3/3,5.0
3715,2013/3/4,4.9
3716,2013/3/5,6.4
3717,2013/3/6,6.8
3718,2013/3/7,9.9
3719,2013/3/8,14.0
3720,2013/3/9,15.0
3721,2013/3/10,11.6
3722,2013/3/11,6.2
3723,2013/3/12,8.1
3724,2013/3/13,13.7
3725,2013/3/14,6.6
3726,2013/3/15,7.0
3727,2013/3/16,10.5
3728,2013/3/17,10.6
3729,2013/3/18,17.2
3730,2013/3/19,17.6
3731,2013/3/20,16.2
3732,2013/3/21,10.8
3733,2013/3/22,11.0
3734,2013/3/23,11.6
3735,2013/3/24,8.8
3736,2013/3/25,7.7
3737,2013/3/26,6.9
3738,2013/3/27,7.2
3739,2013/3/28,13.7
3740,2013/3/29,13.7
3741,2013/3/30,7.2
3742,2013/3/31,5.8
3743,2013/4/1,9.5
3744,2013/4/2,11.7
3745,2013/4/3,12.8
3746,2013/4/4,13.8
3747,2013/4/5,14.6
3748,2013/4/6,15.8
3749,2013/4/7,16.2
3750,2013/4/8,12.3
3751,2013/4/9,12.9
3752,2013/4/10,11.8
3753,2013/4/11,7.3
3754,2013/4/12,8.9
3755,2013/4/13,9.4
3756,2013/4/14,14.2
3757,2013/4/15,14.5
3758,2013/4/16,12.9
3759,2013/4/17,17.2
3760,2013/4/18,16.6
3761,2013/4/19,12.1
3762,2013/4/20,7.5
3763,2013/4/21,5.7
3764,2013/4/22,8.3
3765,2013/4/23,11.3
3766,2013/4/24,14.3
3767,2013/4/25,16.6
3768,2013/4/26,15.8
3769,2013/4/27,13.8
3770,2013/4/28,13.9
3771,2013/4/29,14.2
3772,2013/4/30,16.7
3773,2013/5/1,12.8
3774,2013/5/2,12.1
3775,2013/5/3,12.5
3776,2013/5/4,13.9
3777,2013/5/5,15.9
3778,2013/5/6,16.9
3779,2013/5/7,12.9
3780,2013/5/8,12.3
3781,2013/5/9,16.3
3782,2013/5/10,17.2
3783,2013/5/11,14.6
3784,2013/5/12,16.2
3785,2013/5/13,16.9
3786,2013/5/14,20.4
3787,2013/5/15,18.7
3788,2013/5/16,17.6
3789,2013/5/17,14.9
3790,2013/5/18,17.8
3791,2013/5/19,19.0
3792,2013/5/20,18.6
3793,2013/5/21,21.0
3794,2013/5/22,20.9
3795,2013/5/23,19.2
3796,2013/5/24,18.7
3797,2013/5/25,15.6
3798,2013/5/26,20.1
3799,2013/5/27,20.6
3800,2013/5/28,21.3
3801,2013/5/29,20.7
3802,2013/5/30,20.9
3803,2013/5/31,19.8
3804,2013/6/1,16.5
3805,2013/6/2,16.0
3806,2013/6/3,18.0
3807,2013/6/4,20.3
3808,2013/6/5,21.4
3809,2013/6/6,20.9
3810,2013/6/7,20.3
3811,2013/6/8,20.0
3812,2013/6/9,21.1
3813,2013/6/10,21.7
3814,2013/6/11,20.6
3815,2013/6/12,20.3
3816,2013/6/13,20.5
3817,2013/6/14,22.5
3818,2013/6/15,24.5
3819,2013/6/16,21.7
3820,2013/6/17,23.0
3821,2013/6/18,24.4
3822,2013/6/19,23.8
3823,2013/6/20,20.6
3824,2013/6/21,20.2
3825,2013/6/22,19.7
3826,2013/6/23,21.1
3827,2013/6/24,20.9
3828,2013/6/25,22.7
3829,2013/6/26,20.6
3830,2013/6/27,21.1
3831,2013/6/28,20.4
3832,2013/6/29,20.9
3833,2013/6/30,22.2
3834,2013/7/1,21.9
3835,2013/7/2,22.5
3836,2013/7/3,22.5
3837,2013/7/4,24.2
3838,2013/7/5,25.6
3839,2013/7/6,27.6
3840,2013/7/7,27.8
3841,2013/7/8,27.6
3842,2013/7/9,28.1
3843,2013/7/10,28.1
3844,2013/7/11,29.1
3845,2013/7/12,27.6
3846,2013/7/13,27.0
3847,2013/7/14,27.2
3848,2013/7/15,25.2
3849,2013/7/16,22.9
3850,2013/7/17,21.0
3851,2013/7/18,26.0
3852,2013/7/19,22.4
3853,2013/7/20,20.9
3854,2013/7/21,21.4
3855,2013/7/22,24.7
3856,2013/7/23,24.5
3857,2013/7/24,22.0
3858,2013/7/25,24.0
3859,2013/7/26,26.6
3860,2013/7/27,25.5
3861,2013/7/28,25.1
3862,2013/7/29,23.8
3863,2013/7/30,25.5
3864,2013/7/31,25.0
3865,2013/8/1,24.9
3866,2013/8/2,22.5
3867,2013/8/3,25.1
3868,2013/8/4,26.3
3869,2013/8/5,28.3
3870,2013/8/6,26.4
3871,2013/8/7,26.9
3872,2013/8/8,27.7
3873,2013/8/9,29.4
3874,2013/8/10,31.0
3875,2013/8/11,30.1
3876,2013/8/12,29.0
3877,2013/8/13,27.9
3878,2013/8/14,27.6
3879,2013/8/15,28.6
3880,2013/8/16,28.7
3881,2013/8/17,28.4
3882,2013/8/18,29.0
3883,2013/8/19,29.2
3884,2013/8/20,29.2
3885,2013/8/21,26.6
3886,2013/8/22,26.6
3887,2013/8/23,26.2
3888,2013/8/24,27.0
3889,2013/8/25,23.2
3890,2013/8/26,24.4
3891,2013/8/27,23.8
3892,2013/8/28,25.2
3893,2013/8/29,26.6
3894,2013/8/30,29.0
3895,2013/8/31,28.7
3896,2013/9/1,27.6
3897,2013/9/2,26.6
3898,2013/9/3,27.3
3899,2013/9/4,26.3
3900,2013/9/5,25.7
3901,2013/9/6,23.8
3902,2013/9/7,24.2
3903,2013/9/8,23.0
3904,2013/9/9,22.6
3905,2013/9/10,22.6
3906,2013/9/11,23.9
3907,2013/9/12,25.9
3908,2013/9/13,25.6
3909,2013/9/14,26.4
3910,2013/9/15,25.7
3911,2013/9/16,24.9
3912,2013/9/17,19.7
3913,2013/9/18,19.6
3914,2013/9/19,19.5
3915,2013/9/20,21.6
3916,2013/9/21,23.0
3917,2013/9/22,22.7
3918,2013/9/23,20.7
3919,2013/9/24,21.7
3920,2013/9/25,23.4
3921,2013/9/26,19.7
3922,2013/9/27,15.8
3923,2013/9/28,17.5
3924,2013/9/29,20.2
3925,2013/9/30,20.1
3926,2013/10/1,21.0
3927,2013/10/2,22.1
3928,2013/10/3,22.1
3929,2013/10/4,16.4
3930,2013/10/5,17.6
3931,2013/10/6,20.3
3932,2013/10/7,22.2
3933,2013/10/8,23.1
3934,2013/10/9,24.5
3935,2013/10/10,22.7
3936,2013/10/11,24.0
3937,2013/10/12,23.1
3938,2013/10/13,17.8
3939,2013/10/14,16.2
3940,2013/10/15,17.3
3941,2013/10/16,18.1
3942,2013/10/17,14.6
3943,2013/10/18,15.0
3944,2013/10/19,15.1
3945,2013/10/20,14.9
3946,2013/10/21,17.4
3947,2013/10/22,17.0
3948,2013/10/23,15.9
3949,2013/10/24,15.3
3950,2013/10/25,18.9
3951,2013/10/26,13.2
3952,2013/10/27,12.6
3953,2013/10/28,11.9
3954,2013/10/29,12.5
3955,2013/10/30,16.1
3956,2013/10/31,13.6
3957,2013/11/1,13.2
3958,2013/11/2,13.6
3959,2013/11/3,15.4
3960,2013/11/4,14.1
3961,2013/11/5,10.9
3962,2013/11/6,12.1
3963,2013/11/7,12.0
3964,2013/11/8,12.3
3965,2013/11/9,10.6
3966,2013/11/10,14.1
3967,2013/11/11,9.4
3968,2013/11/12,5.0
3969,2013/11/13,5.0
3970,2013/11/14,6.7
3971,2013/11/15,7.9
3972,2013/11/16,8.9
3973,2013/11/17,10.0
3974,2013/11/18,11.1
3975,2013/11/19,7.7
3976,2013/11/20,7.0
3977,2013/11/21,8.0
3978,2013/11/22,7.8
3979,2013/11/23,7.2
3980,2013/11/24,8.4
3981,2013/11/25,11.4
3982,2013/11/26,12.3
3983,2013/11/27,10.6
3984,2013/11/28,9.7
3985,2013/11/29,6.0
3986,2013/11/30,6.0
3987,2013/12/1,5.7
3988,2013/12/2,6.2
3989,2013/12/3,7.5
3990,2013/12/4,8.2
3991,2013/12/5,7.3
3992,2013/12/6,7.4
3993,2013/12/7,6.7
3994,2013/12/8,4.3
3995,2013/12/9,3.5
3996,2013/12/10,7.6
3997,2013/12/11,5.8
3998,2013/12/12,5.0
3999,2013/12/13,6.0
4000,2013/12/14,5.3
4001,2013/12/15,5.3
4002,2013/12/16,5.4
4003,2013/12/17,5.0
4004,2013/12/18,4.3
4005,2013/12/19,5.4
4006,2013/12/20,4.4
4007,2013/12/21,3.3
4008,2013/12/22,3.4
4009,2013/12/23,2.6
4010,2013/12/24,4.3
4011,2013/12/25,1.4
4012,2013/12/26,2.7
4013,2013/12/27,4.6
4014,2013/12/28,2.9
4015,2013/12/29,2.2
4016,2013/12/30,1.5
4017,2013/12/31,3.3
4018,2014/1/1,5.3
4019,2014/1/2,4.1
4020,2014/1/3,1.6
4021,2014/1/4,3.0
4022,2014/1/5,1.4
4023,2014/1/6,1.5
4024,2014/1/7,1.1
4025,2014/1/8,4.4
4026,2014/1/9,5.7
4027,2014/1/10,1.2
4028,2014/1/11,0.8
4029,2014/1/12,1.9
4030,2014/1/13,2.1
4031,2014/1/14,0.4
4032,2014/1/15,0.0
4033,2014/1/16,0.0
4034,2014/1/17,1.7
4035,2014/1/18,1.0
4036,2014/1/19,1.4
4037,2014/1/20,0.6
4038,2014/1/21,3.8
4039,2014/1/22,2.1
4040,2014/1/23,3.5
4041,2014/1/24,3.6
4042,2014/1/25,3.1
4043,2014/1/26,5.9
4044,2014/1/27,0.8
4045,2014/1/28,4.9
4046,2014/1/29,6.3
4047,2014/1/30,6.4
4048,2014/1/31,6.4
4049,2014/2/1,4.6
4050,2014/2/2,5.7
4051,2014/2/3,9.2
4052,2014/2/4,2.6
4053,2014/2/5,-1.8
4054,2014/2/6,-0.2
4055,2014/2/7,1.2
4056,2014/2/8,-0.2
4057,2014/2/9,2.8
4058,2014/2/10,2.6
4059,2014/2/11,2.0
4060,2014/2/12,3.5
4061,2014/2/13,1.9
4062,2014/2/14,1.2
